OffenderID,AGE,BOOKER2,BOOKER3,BOOKERCD,CIRCDIST,CITIZEN,CITWHERE,CRIMHIST,CRIMLIV,DISTRICT,YearBorn,DRUGMIN,DSPLEA,ENCRYPT1,ENCRYPT2,FIREMIN1,FIREMIN2,GUNMIN1,GUNMIN2,GUNMIN3,IDMIN,IMMIMIN,Education,Race,nDrugs,nDependents,Offense,POOFFICE,PORNMIN,REAS1,REAS2,SAFE,SentenceMonths,SentenceType,SENTTOT0,SENTYR,SEXADJB,SEXCAP,SEXMIN,STATMAX,STATMIN,TERORHI,MinTimeServed,TOTDAYS,CrimHistCat,FinalOffLevel,MaxGuideRange,MinGuideRange,AgeRange
2222019,50,2,3,5,8,1,211,0,-999,7,1964,0,1,0,0,0,0,0,0,0,0,0,6,1,-999,4,Embezzlement,1,0,14,19,-999,-999,4,0,2014,-999,0,0,300,0,0,0,0,1,40,365,292,6
2222029,51,3,4,8,8,1,211,0,-999,7,1963,0,1,0,0,0,0,0,0,0,0,0,5,1,-999,0,Money Laundering,1,0,1202,-999,-999,6,3,0,2014,-999,0,0,720,0,0,0,0,1,13,18,12,7
2222196,25,3,5,10,8,1,211,1,-999,7,1989,0,1,0,0,0,0,0,0,0,0,0,5,3,-999,0,Embezzlement,1,0,1,2,-999,34,1,34,2014,-999,0,0,90,0,0,29.62,0,1,28,97,78,2
2222549,45,3,4,8,8,2,164,0,-999,7,1969,0,1,0,0,0,0,0,0,0,0,0,6,1,-999,2,Sexual Abuse,1,0,44,-999,-999,0.1,1,0.1,2014,-999,0,0,24,0,0,0.1,0,1,10,12,6,6
2222571,35,2,3,5,8,1,211,1,-999,7,1979,0,1,0,0,0,0,0,0,0,0,0,5,1,2,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,1,2,3,0,2014,-999,0,0,240,0,0,0,0,1,19,37,30,4
2222745,32,2,3,6,8,1,211,0,-999,7,1981,0,1,0,0,0,0,0,0,0,0,0,5,2,1,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,48,-999,1,0.03,1,0.03,2014,-999,0,0,240,0,0,0.03,0,1,17,30,24,4
2222774,29,2,3,6,8,2,199,0,-999,7,1985,0,1,0,0,0,0,0,0,0,0,0,6,2,1,1,"Drugs - Trafficking, Manufacturing, and Importing",1,0,48,-999,1,12.03,1,12.03,2014,-999,0,0,240,0,0,10.48,1,1,15,24,18,3
2223197,37,2,3,5,8,3,30,1,-999,7,1976,120,1,0,0,0,0,0,0,0,0,0,5,3,2,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,0,72,1,72,2014,-999,0,0,9996,120,0,62.72,0,3,36,293,235,5
2223340,52,3,5,10,8,2,52,1,-999,7,1961,0,1,0,0,0,0,0,0,0,0,0,6,6,-999,0,Embezzlement,1,0,831,834,-999,-999,4,0,2014,-999,0,0,2880,0,0,0,0,1,26,78,63,7
2223344,45,0,0,0,8,2,30,1,-999,7,1969,60,1,0,0,0,0,0,0,0,0,0,3,3,1,1,"Drugs - Trafficking, Manufacturing, and Importing",1,0,-999,-999,0,60,1,60,2014,-999,0,0,480,60,0,52.27,0,2,29,121,97,6
2223370,59,2,3,7,8,1,211,1,-999,7,1955,0,1,0,0,0,0,0,0,0,0,0,6,1,-999,1,Embezzlement,1,0,1,2,-999,-999,4,0,2014,-999,0,0,240,0,0,0,0,1,27,87,70,7
2223449,52,3,4,8,8,1,211,0,-999,7,1962,0,1,0,0,0,0,0,0,0,0,0,3,1,-999,1,Money Laundering,1,0,17,1207,-999,-999,4,0,2014,-999,0,0,36,0,0,0,0,1,15,24,18,7
2223783,25,2,3,6,8,2,45,0,-999,7,1989,0,1,0,0,0,0,0,0,0,0,0,5,2,1,1,"Drugs - Trafficking, Manufacturing, and Importing",1,0,48,-999,1,8,1,8,2014,-999,0,0,240,0,0,8,0,1,15,24,18,2
2223801,48,3,5,10,8,1,211,1,-999,7,1966,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,1,2,0,24,1,24,2014,-999,0,0,240,0,0,20.91,0,1,23,57,46,6
2223930,29,0,0,0,8,1,211,0,-999,7,1985,0,1,0,0,0,0,0,0,0,0,0,1,6,-999,2,Embezzlement,1,0,-999,-999,-999,-999,4,0,2014,-999,0,0,60,0,0,0,0,1,8,6,0,3
2223937,42,2,3,6,8,3,45,1,-999,7,1972,0,1,0,0,0,0,0,0,0,0,0,1,2,-999,3,Pornography/Prostitution,1,0,48,-999,-999,-999,1,0,2014,-999,0,0,240,0,0,0,0,2,13,21,15,6
2223941,46,2,3,5,8,1,211,0,-999,7,1968,120,1,0,0,0,0,0,0,0,0,0,5,3,2,5,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,1,35.92,2,35.92,2014,-999,0,0,9996,120,0,31.29,7,1,27,87,70,6
2224134,33,0,0,0,8,4,51,0,-999,7,1981,0,5,0,0,0,0,0,0,0,0,0,6,2,-999,0,Pornography/Prostitution,1,0,-999,-999,-999,2.16,1,2.16,2014,-999,0,0,120,0,0,2.16,0,1,6,6,0,4
2224136,53,2,3,5,8,3,28,0,-999,7,1961,120,1,0,0,0,0,0,0,0,0,0,5,3,1,3,"Drugs - Trafficking, Manufacturing, and Importing",1,0,17,19,1,42.72,1,42.72,2014,-999,0,0,9996,120,0,37.22,0,1,31,135,108,7
2224206,28,2,3,6,8,1,211,0,-999,7,1986,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,"Drugs - Trafficking, Manufacturing, and Importing",1,0,48,-999,1,12.03,1,12.03,2014,-999,0,0,240,0,0,10.48,1,1,17,30,24,3
2224370,36,3,5,10,8,1,211,0,-999,7,1977,0,1,0,0,0,0,0,0,0,0,0,5,1,-999,0,Missing,1,60,1,2,-999,60,1,60,2014,-999,0,0,240,60,0,52.27,0,1,37,262,210,5
2224446,41,0,0,0,8,1,211,1,-999,7,1973,0,1,0,0,0,0,0,0,0,0,0,5,2,-999,0,Missing,1,120,-999,-999,-999,120,1,120,2014,-999,0,0,240,120,0,104.53,0,3,26,97,78,6
2224520,42,1,1,1,8,1,211,1,-999,7,1971,0,1,0,0,0,0,0,0,0,0,0,1,3,2,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,1200,-999,0,63,1,63,2014,-999,0,0,240,0,0,54.88,0,1,21,46,37,6
2224594,29,2,3,6,8,1,211,0,-999,7,1985,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,48,685,1,-999,4,0,2014,-999,0,0,240,0,0,0,0,1,17,30,24,3
2224611,38,0,0,0,8,1,211,1,-999,7,1976,60,1,0,0,0,0,0,0,0,0,0,3,3,1,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,-999,-999,0,60,1,60,2014,-999,0,0,480,60,0,52.27,0,4,21,71,57,5
2224612,24,0,0,0,8,1,211,1,-999,7,1990,60,1,0,0,0,0,0,0,0,0,0,1,3,1,4,"Drugs - Trafficking, Manufacturing, and Importing",1,0,-999,-999,0,60,1,60,2014,-999,0,0,480,60,0,52.27,0,4,21,71,57,2
2224645,23,3,5,10,8,1,211,0,-999,7,1991,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,1,2,1,9,1,9,2014,-999,0,0,240,0,0,9,0,1,15,24,18,2
2224772,30,2,3,5,8,3,32,1,-999,7,1984,0,1,0,0,0,0,0,0,0,0,0,1,3,-999,0,Gambling/Lottery,1,0,19,673,-999,35.36,1,35.36,2014,-999,0,0,240,0,0,30.8,0,1,28,97,78,3
2224789,22,0,0,0,8,1,211,1,-999,7,1992,0,8,0,0,0,0,420,0,0,0,0,1,3,-999,0,"Firearms (Includes Firearms Use, Possession, and Trafficking)",1,0,-999,-999,-999,470,1,470,2014,-999,0,0,9996,420,0,470,996,3,43,9996,9996,2
2224821,38,2,3,5,8,1,211,1,-999,7,1976,0,1,0,0,0,0,0,0,0,0,0,5,1,1,3,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,0,-999,1,0,2014,-999,0,0,240,0,0,0,0,1,37,262,210,5
2224865,33,3,5,10,8,3,45,1,-999,7,1981,0,1,0,0,0,0,0,0,0,0,0,3,2,-999,2,Pornography/Prostitution,1,0,1,2,-999,36,1,36,2014,-999,0,0,240,0,0,31.36,0,4,21,71,57,4
2224877,36,0,0,0,8,3,51,0,-999,7,1978,0,5,0,0,0,0,0,0,0,0,0,5,2,-999,1,Pornography/Prostitution,1,0,-999,-999,-999,1.23,1,1.23,2014,-999,0,0,120,0,0,1.23,0,1,6,6,0,5
2224884,58,3,5,10,8,1,211,1,-999,7,1956,0,5,0,0,0,0,0,0,0,0,0,1,3,-999,4,Embezzlement,1,0,686,-999,-999,12.03,1,12.03,2014,-999,0,0,60,0,0,10.48,1,1,17,30,24,7
2224888,33,3,5,10,8,1,211,0,-999,7,1981,0,1,0,0,0,0,0,0,0,0,0,5,3,-999,1,"Traffic Violations (Misc Property Crimes, Violent)",1,0,17,-999,-999,15,1,15,2014,-999,0,0,60,0,0,13.07,0,1,19,37,30,4
2224890,30,0,0,0,8,4,51,0,-999,7,1984,0,5,0,0,0,0,0,0,0,0,0,6,2,-999,1,Pornography/Prostitution,1,0,-999,-999,-999,1.07,1,1.07,2014,-999,0,0,120,0,0,1.07,0,1,6,6,0,3
2224892,32,2,3,5,8,3,30,0,-999,7,1982,120,1,0,0,0,0,0,0,0,0,0,5,3,2,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,0,19.46,1,19.46,2014,-999,0,0,9996,120,0,16.95,0,1,34,188,151,4
2225073,49,2,3,5,8,1,211,1,-999,7,1965,240,1,0,0,0,0,0,0,0,0,0,1,3,-999,0,Murder,1,0,19,-999,-999,140.23,1,140.23,2014,-999,0,0,9996,240,0,122.16,0,1,38,293,235,6
2225127,39,3,4,9,8,1,211,0,-999,7,1975,60,1,0,0,0,0,0,0,0,0,0,3,3,1,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,761,-999,0,84,1,84,2014,-999,0,0,480,60,0,73.17,0,1,29,108,87,5
2225131,46,2,3,5,8,3,30,0,-999,7,1968,120,1,0,0,0,0,0,0,0,0,0,3,3,1,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,858,2,-999,1,0,2014,-999,0,0,9996,120,0,0,0,1,22,51,41,6
2225136,43,3,5,10,8,1,211,1,-999,7,1971,0,1,0,0,0,0,0,0,0,0,0,6,1,1,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,1,2,0,81,1,81,2014,-999,0,0,240,0,0,70.56,0,1,29,108,87,6
2225323,38,3,5,10,8,1,211,0,-999,7,1976,0,1,0,0,0,0,0,0,0,0,0,3,1,-999,5,Embezzlement,1,0,17,-999,-999,20,1,20,2014,-999,0,0,360,0,0,17.42,0,1,18,33,27,5
2225327,26,2,3,5,8,1,211,0,-999,7,1988,120,1,0,0,0,0,0,0,0,0,0,5,1,1,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,1,-999,1,0,2014,-999,0,0,9996,120,0,0,0,1,25,71,57,3
2225356,49,-999,-999,-999,8,1,211,0,-999,7,1965,0,1,0,0,0,0,0,0,0,0,0,3,2,-999,0,Embezzlement,1,0,-999,-999,-999,-999,4,0,2014,-999,0,0,12,0,0,0,0,1,10,12,6,6
2225547,29,0,0,0,8,3,32,1,-999,7,1985,0,1,0,0,0,0,0,0,0,0,0,1,3,-999,0,Pornography/Prostitution,1,0,-999,-999,-999,10,1,10,2014,-999,0,0,120,0,0,10,0,2,10,14,8,3
2225623,27,2,3,5,8,1,211,1,-999,7,1987,120,1,0,0,0,0,0,0,0,0,0,1,3,1,1,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,697,0,35.03,1,35.03,2014,-999,0,0,9996,120,0,30.52,0,3,23,71,57,3
2225658,31,3,4,8,8,3,45,1,-999,7,1983,0,1,0,0,0,0,0,0,0,0,0,1,2,-999,7,Pornography/Prostitution,1,0,1200,833,-999,6.16,1,6.16,2014,-999,0,0,240,0,0,6.16,0,3,17,37,30,4
2225687,55,3,5,10,8,1,211,1,-999,7,1959,0,1,0,0,0,0,0,0,0,0,0,1,1,-999,1,Embezzlement,1,0,1,2,-999,15,2,9,2014,-999,0,0,300,0,0,9,0,2,16,30,24,7
2225702,32,0,0,0,8,1,211,1,-999,7,1982,60,1,0,0,0,0,0,0,0,0,0,3,2,1,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,-999,-999,0,64,1,64,2014,-999,0,0,480,60,0,55.75,0,4,21,71,57,4
2225735,37,2,3,5,8,1,211,1,-999,7,1977,120,1,0,0,0,0,60,0,0,0,0,3,3,2,3,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,0,-999,1,0,2014,-999,0,0,9996,180,0,0,0,1,38,293,235,5
2226166,43,2,3,5,8,1,211,0,-999,7,1971,0,1,0,0,0,0,0,0,0,0,0,6,1,-999,0,Embezzlement,1,0,19,-999,-999,-999,4,0,2014,-999,0,0,120,0,0,0,0,1,21,46,37,6
2226403,32,3,5,10,8,1,211,0,-999,7,1982,0,1,0,0,0,0,0,0,0,0,0,6,6,-999,1,Embezzlement,1,0,1,2,-999,12.03,1,12.03,2014,-999,0,0,240,0,0,10.48,1,1,16,27,21,4
2226416,46,2,3,5,8,1,211,1,-999,7,1968,120,1,0,0,0,0,0,0,0,0,0,5,2,1,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,17,19,1,-999,1,0,2014,-999,0,0,9996,120,0,0,0,1,26,78,63,6
2226535,44,3,5,10,8,3,30,1,-999,7,1969,60,1,0,0,0,0,0,0,0,0,0,3,3,1,3,"Drugs - Trafficking, Manufacturing, and Importing",1,0,1,2,0,108,1,108,2014,-999,0,0,480,60,0,94.08,0,2,31,151,121,6
2226911,74,0,0,0,8,1,211,1,-999,7,1940,0,1,0,0,0,0,0,0,0,0,0,1,1,-999,0,Racketeering /Extortion,1,0,-999,-999,-999,-999,4,0,2014,-999,0,0,60,0,0,0,0,1,4,6,0,7
2226912,56,3,5,10,8,1,211,0,-999,7,1958,0,1,0,0,0,0,0,0,0,0,0,5,6,-999,0,Money Laundering,1,0,1,2,-999,6,1,6,2014,-999,0,0,36,0,0,6,0,1,17,30,24,7
2226939,33,0,0,0,8,3,41,1,-999,7,1981,0,1,0,0,0,0,0,0,0,0,0,1,6,3,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,-999,-999,1,-999,1,0,2014,-999,0,0,240,0,0,0,0,1,8,6,0,4
2227044,20,0,0,0,8,3,32,1,-999,7,1994,0,1,0,0,0,0,0,0,0,0,0,1,3,-999,0,"Firearms (Includes Firearms Use, Possession, and Trafficking)",1,0,-999,-999,-999,19.07,1,19.07,2014,-999,0,0,120,0,0,16.61,0,1,10,12,6,1
2227251,34,2,3,6,8,3,28,1,-999,7,1980,0,1,0,0,0,0,0,0,0,0,0,3,3,-999,3,Pornography/Prostitution,1,0,48,1,-999,6.85,1,6.85,2014,-999,0,0,240,0,0,6.85,0,2,17,33,27,4
2227364,61,3,5,10,8,1,211,0,-999,7,1953,0,5,0,0,0,0,0,0,0,0,0,3,2,-999,0,Bribery,1,0,1,2,-999,6.03,2,0.03,2014,-999,0,0,240,0,0,0.03,0,1,26,78,63,7
2227367,46,3,5,10,8,3,41,0,-999,7,1968,0,1,0,0,0,0,0,0,0,0,0,6,6,8,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,1,6,0,11.07,1,11.07,2014,-999,0,0,240,0,0,11.07,0,1,23,57,46,6
2227398,40,0,0,0,8,3,45,1,-999,7,1974,0,1,0,0,0,0,0,0,0,0,0,3,2,-999,6,Pornography/Prostitution,1,0,48,-999,-999,7.95,1,7.95,2014,-999,0,0,240,0,0,7.95,0,2,10,14,8,5
2227665,30,2,3,5,8,2,32,0,-999,7,1984,0,1,0,0,0,0,0,0,0,0,0,3,3,-999,2,Gambling/Lottery,1,0,17,19,-999,-999,1,0,2014,-999,0,0,240,0,0,0,0,1,28,97,78,3
2227772,68,3,4,8,8,1,211,1,-999,7,1946,0,1,0,0,0,0,0,0,0,0,0,6,6,-999,1,National Defense Offenses,1,0,17,18,-999,-999,4,0,2014,-999,0,0,300,0,0,0,0,1,13,18,12,7
2227787,43,2,3,5,8,3,28,0,-999,7,1971,120,1,0,0,0,0,0,0,0,0,0,1,3,1,6,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,1,22.39,1,22.39,2014,-999,0,0,9996,120,0,19.51,0,1,27,87,70,6
2227788,33,3,5,10,8,1,211,1,-999,7,1981,0,8,0,0,0,0,0,0,0,24,0,5,2,-999,1,Embezzlement,1,0,1,2,-999,84,1,84,2014,-999,0,0,1344,24,0,73.17,0,1,27,87,70,4
2227802,27,2,3,5,8,1,211,1,-999,7,1987,120,1,0,0,0,0,0,0,0,0,0,3,3,1,0,"Drugs - Trafficking, Manufacturing, and Importing",6,0,19,-999,1,33.33,1,33.33,2014,-999,0,0,9996,120,0,29.03,5,1,25,71,57,3
2227840,29,2,3,6,8,3,45,0,-999,7,1985,0,1,0,0,0,0,0,0,0,0,0,-999,2,1,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,48,1,1,4.96,1,4.96,2014,-999,0,0,240,0,0,4.96,0,1,15,24,18,3
2227957,39,2,3,5,8,1,211,1,-999,7,1975,0,1,0,0,0,0,0,0,0,0,0,3,3,-999,0,Gambling/Lottery,1,0,16,17,-999,6,2,0,2014,-999,0,0,240,0,0,0,0,6,29,188,151,5
2227972,54,0,0,0,8,3,47,1,-999,7,1960,0,1,0,0,0,0,0,0,0,0,0,3,6,-999,0,Bribery,1,0,-999,-999,-999,36,1,36,2014,-999,0,0,120,0,0,31.36,0,2,19,41,33,7
2228136,45,2,3,6,8,1,211,0,-999,7,1969,0,1,0,0,0,0,0,0,0,0,0,5,2,1,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,48,1,1,0.03,1,0.03,2014,-999,0,0,240,0,0,0.03,0,1,15,24,18,6
2228145,48,2,3,5,8,1,211,1,-999,7,1966,0,1,0,0,0,0,0,0,0,0,0,6,1,-999,2,Embezzlement,1,0,19,-999,-999,-999,4,0,2014,-999,0,0,240,0,0,0,0,1,30,121,97,6
2228146,36,2,3,5,8,1,211,1,-999,7,1978,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,1,-999,4,0,2014,-999,0,0,240,0,0,0,0,1,21,46,37,5
2228162,62,3,5,10,8,1,211,1,-999,7,1952,0,1,0,0,0,0,0,0,0,0,0,1,2,-999,3,Embezzlement,1,0,1,2,-999,24,1,24,2014,-999,0,0,240,0,0,20.91,0,2,22,57,46,7
2228177,26,0,0,0,8,3,51,0,-999,7,1988,0,5,0,0,0,0,0,0,0,0,0,6,2,-999,0,Pornography/Prostitution,1,0,-999,-999,-999,5.26,1,5.26,2014,-999,0,0,120,0,0,5.26,0,1,6,6,0,3
2228218,34,0,0,0,8,3,28,1,-999,7,1980,0,1,0,0,0,0,0,0,0,0,0,6,3,-999,2,National Defense Offenses,1,0,-999,-999,-999,-999,1,0,2014,-999,0,0,240,0,0,0,0,1,10,12,6,4
2228219,32,3,4,9,8,1,211,0,-999,7,1982,0,1,0,0,0,0,0,0,0,0,0,5,2,-999,1,Embezzlement,1,0,703,1209,-999,0.03,1,0.03,2014,-999,0,0,60,0,0,0.03,0,1,10,12,6,4
2228263,27,3,4,9,8,1,211,0,-999,7,1987,0,1,0,0,0,0,0,0,0,0,0,3,2,-999,0,Embezzlement,1,0,750,-999,-999,3,3,0,2014,-999,0,0,240,0,0,0,0,1,11,14,8,3
2228392,51,3,4,8,8,3,28,0,-999,7,1963,120,5,0,0,0,0,0,0,0,0,0,5,3,1,3,"Drugs - Trafficking, Manufacturing, and Importing",1,0,44,-999,1,34,1,34,2014,-999,0,0,9996,120,0,29.62,0,1,27,87,70,7
2228416,24,3,5,10,8,1,211,0,-999,7,1990,0,1,0,0,0,0,0,0,0,0,0,3,3,-999,0,Embezzlement,1,0,1,2,-999,6,1,6,2014,-999,0,0,90,0,0,6,0,1,19,37,30,2
2228468,44,0,0,0,8,3,49,1,-999,7,1970,0,1,0,0,0,0,0,0,0,0,0,1,3,-999,1,Pornography/Prostitution,1,0,-999,-999,-999,16,1,16,2014,-999,0,0,120,0,0,13.94,0,4,10,21,15,6
2228608,39,2,3,5,8,1,211,1,-999,7,1975,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,0,60,1,60,2014,-999,0,0,240,0,0,52.27,0,6,29,188,151,5
2228609,33,3,5,10,8,1,211,1,-999,7,1981,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,1,-999,1,12,3,0,2014,-999,0,0,240,0,0,0,0,1,25,71,57,4
2228681,34,0,0,0,8,1,211,1,-999,7,1980,60,8,0,0,0,0,360,0,0,0,0,1,2,1,5,Gambling/Lottery,1,0,-999,-999,0,470,1,470,2014,-999,0,0,9996,9996,0,470,0,4,43,9996,9996,4
2228696,46,2,3,5,8,1,211,1,-999,7,1968,120,1,0,0,0,0,0,0,0,0,0,5,2,3,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,0,60,1,60,2014,-999,0,0,9996,120,0,52.27,0,6,34,327,262,6
2228717,50,0,0,0,8,1,211,1,-999,7,1964,60,1,0,0,0,0,0,0,0,0,0,3,2,3,1,"Drugs - Trafficking, Manufacturing, and Importing",1,0,-999,-999,0,68,1,68,2014,-999,0,0,1080,60,0,59.24,0,3,24,78,63,6
2229251,24,2,3,7,8,1,211,0,-999,7,1990,60,1,0,0,0,0,0,0,0,0,0,5,3,2,1,"Drugs - Trafficking, Manufacturing, and Importing",1,0,17,-999,1,12,2,6,2014,-999,0,0,480,60,0,6,0,1,17,30,24,2
2229296,46,3,5,10,8,1,211,0,-999,7,1968,0,1,0,0,0,0,0,0,0,0,0,6,3,-999,3,Embezzlement,1,0,1,2,-999,6,1,6,2014,-999,0,0,240,0,0,6,0,1,22,51,41,6
2229438,73,3,5,10,8,2,195,0,-999,7,1941,0,1,0,0,0,0,0,0,0,0,0,6,1,-999,1,Racketeering /Extortion,1,0,1200,1209,-999,-999,4,0,2014,-999,0,0,60,0,0,0,0,1,17,30,24,7
2229477,22,3,5,10,8,1,211,1,-999,7,1992,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,"Drugs - Trafficking, Manufacturing, and Importing",1,0,747,-999,0,44,1,44,2015,-999,0,0,-999,-999,0,38.33,0,3,27,108,87,2
2229561,38,2,3,5,8,1,211,1,-999,7,1976,0,1,0,0,0,0,0,0,0,0,0,6,1,-999,0,Embezzlement,1,0,19,1200,-999,12.03,1,12.03,2014,-999,0,0,240,0,0,10.48,1,1,28,97,78,5
2229693,29,2,3,5,8,2,30,1,-999,7,1985,60,1,0,0,0,0,0,0,0,0,0,1,3,1,3,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,0,24,1,24,2015,-999,0,0,480,60,0,20.91,0,3,21,57,46,3
2229775,71,2,3,7,8,1,211,1,-999,7,1943,0,1,0,0,0,0,0,0,0,0,0,6,1,-999,0,Gambling/Lottery,1,0,703,743,-999,36,1,36,2014,-999,0,0,240,0,0,31.36,0,2,21,51,41,7
2229878,24,2,3,5,8,2,32,1,-999,7,1990,0,1,0,0,0,0,0,0,0,0,0,1,3,-999,0,Gambling/Lottery,1,0,19,-999,-999,144,1,144,2014,-999,0,0,9996,9996,0,125.44,0,1,42,9996,360,2
2229966,25,0,0,0,8,1,211,1,-999,7,1989,0,1,0,0,0,0,0,0,0,0,0,1,2,-999,1,Gambling/Lottery,1,0,-999,-999,-999,84,1,84,2015,-999,0,0,300,0,0,73.17,0,4,25,105,84,2
2230193,31,3,5,11,8,1,211,1,-999,7,1983,60,8,0,0,0,0,1260,0,0,0,0,1,2,4,4,"Firearms (Includes Firearms Use, Possession, and Trafficking)",1,0,1205,-999,0,1320,1,1320,2015,-999,0,0,9996,1320,0,1149.88,0,4,43,9996,9996,4
2230300,29,2,3,5,8,1,211,1,-999,7,1984,120,1,0,0,0,0,120,0,0,0,0,1,2,1,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,826,0,-999,3,0,2014,-999,0,0,9996,240,0,0,0,5,29,175,140,3
2230401,39,2,3,7,8,5,28,0,-999,7,1975,0,1,0,0,0,0,0,0,0,0,0,5,3,-999,0,Racketeering /Extortion,1,0,731,835,-999,60,1,60,2015,-999,0,0,240,0,0,52.27,0,1,29,108,87,5
2230415,51,2,3,5,8,2,41,0,-999,7,1963,0,1,0,0,0,0,0,0,0,0,0,6,6,-999,1,"Traffic Violations (Misc Property Crimes, Violent)",1,0,19,-999,-999,-999,4,0,2015,-999,0,0,60,0,0,0,0,1,10,12,6,7
2230456,27,3,5,10,8,1,211,0,-999,7,1987,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,1,2,1,8.26,2,5.26,2015,-999,0,0,240,0,0,5.26,0,1,19,37,30,3
2230466,32,3,5,10,8,1,211,0,-999,7,1982,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,"Drugs - Trafficking, Manufacturing, and Importing",1,0,1,2,1,3.76,2,0.76,2015,-999,0,0,240,0,0,0.76,0,1,19,37,30,4
2230467,68,3,5,10,8,1,211,0,-999,7,1946,0,1,0,0,0,0,0,0,0,0,0,6,6,-999,0,Embezzlement,1,0,11,14,-999,14,1,14,2015,-999,0,0,120,0,0,12.2,0,1,25,71,57,7
2230634,57,2,3,5,8,1,211,1,-999,7,1957,0,1,0,0,0,0,0,0,0,0,0,3,1,-999,1,Embezzlement,1,0,19,-999,-999,10.92,2,1.92,2015,-999,0,0,60,0,0,1.92,0,4,19,57,46,7
2230873,35,2,3,5,8,5,28,0,-999,7,1979,0,1,0,0,0,0,0,0,0,0,0,3,3,-999,2,Racketeering /Extortion,1,0,19,731,-999,-999,1,0,2015,-999,0,0,240,0,0,0,0,1,27,87,70,4
2231288,26,2,3,6,8,2,30,0,-999,7,1989,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,"Drugs - Trafficking, Manufacturing, and Importing",1,0,48,-999,1,-999,4,0,2015,-999,0,0,240,0,0,0,0,1,15,24,18,3
2231321,62,3,5,10,8,1,211,0,-999,7,1952,0,1,0,0,0,0,0,0,0,0,0,3,1,-999,0,Money Laundering,1,0,1,3,-999,-999,4,0,2015,-999,0,0,60,0,0,0,0,1,15,24,18,7
2231374,43,2,3,5,8,1,211,1,-999,7,1971,0,1,0,0,0,0,0,0,0,24,0,5,2,-999,1,Embezzlement,1,0,19,-999,-999,-999,4,0,2015,-999,0,0,384,24,0,0,0,3,18,41,33,6
2231381,29,2,3,7,8,1,211,1,-999,7,1985,0,1,0,0,0,0,0,0,0,0,0,3,3,-999,2,"Firearms (Includes Firearms Use, Possession, and Trafficking)",1,0,1,2,-999,336,1,336,2015,-999,0,0,9996,0,0,292.7,0,4,43,9996,9996,3
2231820,29,2,3,5,8,3,32,0,-999,7,1985,0,1,0,0,0,0,0,0,0,0,0,3,3,1,1,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,1,6,1,6,2015,-999,0,0,240,0,0,6,0,1,15,24,18,3
2231880,27,2,3,5,8,1,211,0,-999,7,1987,120,1,0,0,0,0,0,0,0,0,0,5,3,1,1,"Drugs - Trafficking, Manufacturing, and Importing",1,0,19,-999,1,0.03,1,0.03,2015,-999,0,0,9996,120,0,0.03,1,1,28,97,78,3
